"column_name","dtype","total_rows","missing_count","missing_pct","unique_count","is_critical","zone","dataset_name","execution_date"
"tel","object","89615","11924","13.31","62927","false","gold","proveedor_360","2026-03-13"
"ext_tel","object","89615","89519","99.89","63","false","gold","proveedor_360","2026-03-13"
"proveedor_id","object","596228","0","0.0","89763","false","gold","proveedor_por_sociedad","2026-03-13"
"nota","object","89615","55983","62.47","98","false","gold","proveedor_360","2026-03-13"
"gpo_tes","object","89615","36","0.04","37","false","gold","proveedor_360","2026-03-13"
"tpo_ban","object","546194","298698","54.69","27","false","gold","proveedor_por_datos_bancarios","2026-03-13"
"calle_5","object","89615","89612","100.0","2","false","gold","proveedor_360","2026-03-13"
"nit","object","89615","5","0.01","76548","true","gold","proveedor_360","2026-03-13"
"dir","object","89615","0","0.0","89605","true","gold","proveedor_360","2026-03-13"
"edificio","float64","89615","89615","100.0","0","false","gold","proveedor_360","2026-03-13"
"piso","float64","89615","89615","100.0","0","false","gold","proveedor_360","2026-03-13"
"num_piso","float64","89615","89615","100.0","0","false","gold","proveedor_360","2026-03-13"
"pais_id","object","546194","0","0.0","39","false","gold","proveedor_por_datos_bancarios","2026-03-13"
"brsch","string","987340","242","0.02","646","false","bronze","LFA1","2026-03-17"
"datlt","string","987340","32512","3.29","4370","false","bronze","LFA1","2026-03-17"
"gpo_dir","object","538370","0","0.0","1","false","gold","proveedor_por_direcciones","2026-03-13"
"con_busq_1","object","538370","30","0.01","76681","false","gold","proveedor_por_direcciones","2026-03-13"
"cta","object","89615","48986","54.66","40623","false","gold","proveedor_360","2026-03-13"
"cod_pais_banc","object","89615","48986","54.66","1","false","gold","proveedor_360","2026-03-13"
"building","string","2490793","1115710","44.79","183514","false","bronze","ADRC","2026-03-13"
"floor","string","2490793","2443459","98.1","122","false","bronze","ADRC","2026-03-13"
"correo","object","89615","54776","61.12","27844","false","gold","proveedor_360","2026-03-13"
"num_actual","float64","89615","54776","61.12","5","false","gold","proveedor_360","2026-03-13"
"correo2","object","89615","54776","61.12","27615","false","gold","proveedor_360","2026-03-13"
"deudor_id","object","596228","370103","62.07","32233","false","gold","proveedor_por_sociedad","2026-03-13"
"bloq_compras","object","89615","0","0.0","2","false","gold","proveedor_360","2026-03-13"
"idioma_id","object","89615","0","0.0","5","false","gold","proveedor_360","2026-03-13"
"nit_dv","object","89615","22","0.02","77962","true","gold","proveedor_360","2026-03-13"
"per_jur","object","89615","72458","80.85","1","false","gold","proveedor_360","2026-03-13"
"dml_status","string","987340","987340","100.0","0","false","bronze","LFA1","2026-03-17"
"delta_token","string","987340","987340","100.0","0","false","bronze","LFA1","2026-03-17"
"nom2","object","546194","529628","96.97","1145","false","gold","proveedor_por_datos_bancarios","2026-03-13"
"ort01","string","987340","737","0.07","1428","false","bronze","LFA1","2026-03-17"
"sociedad","object","596228","180","0.03","4","true","gold","proveedor_por_sociedad","2026-03-13"
"clav_ban","object","546194","293985","53.82","43","false","gold","proveedor_por_datos_bancarios","2026-03-13"
"idioma","object","538370","0","0.0","5","false","gold","proveedor_por_direcciones","2026-03-13"
"reg_direccion","object","538370","24","0.0","152","false","gold","proveedor_por_direcciones","2026-03-13"
"nom3","object","538370","106709","19.82","24368","true","gold","proveedor_por_direcciones","2026-03-13"
"nom4","object","538370","107530","19.97","44076","true","gold","proveedor_por_direcciones","2026-03-13"
"gpo_cta","object","546194","0","0.0","37","false","gold","proveedor_por_datos_bancarios","2026-03-13"
"func_bloq","object","89615","69292","77.32","3","false","gold","proveedor_360","2026-03-13"
"centro","object","89615","89601","99.98","12","false","gold","proveedor_360","2026-03-13"
"name2","string","987340","958152","97.04","1149","false","bronze","LFA1","2026-03-17"
"regss","boolean","987340","0","0.0","1","true","bronze","LFA1","2026-03-17"
"name3","string","987340","195777","19.83","24449","false","bronze","LFA1","2026-03-17"
"name1","string","2490793","52050","2.09","240921","false","bronze","ADRC","2026-03-13"
"name2","string","2490793","2459042","98.73","1542","false","bronze","ADRC","2026-03-13"
"regss","boolean","628253","0","0.0","1","true","bronze","LFA1","2026-03-13"
"name3","string","628253","124560","19.83","24444","false","bronze","LFA1","2026-03-13"
"addrnumber","string","2490793","0","0.0","415291","true","bronze","ADRC","2026-03-13"
"id_cta_prov","object","596228","180","0.03","89733","true","gold","proveedor_por_sociedad","2026-03-13"
